Invoice No.,Billing Type,Company Code,Plant,Plant Name,Head Office,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill to State Name,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Item Code,Item Description,HSN Code,Batch Number,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTR,Sale Rate,Sales Amount,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Division,Division Description,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO,Sales Empolyee,HQ Code,Hospital Name
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000070,MATERIAL 5,30049099,XXXXX070,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,70.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,000.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000071,MATERIAL 6,30049099,XXXXX071,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,71.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,100.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000805,ZDOM,1000,1102,,,25-12-2023,DI2311100001,90000038,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,BANGALORE WEST,10000008,4S HITECH PHARMA,004,Ethical,1400000002,Cipronir,30049099,0000000363,PC,8.000,Sales,07.11.2023,07.11.2025,1.00,,,100.00,888.90,105.00,844.45,44.45,0.00,0.00,44.45,12.00,5.33,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.22,50.00,SAPMMIT,25-12-2023,,,,90 Days after date of invoice,0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,E0395,A00213,
0090000805,ZDOM,1000,1102,,,25-12-2023,DI2311100001,90000038,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,BANGALORE WEST,10000008,4S HITECH PHARMA,004,Ethical,1400000002,Cipronir,30049099,0000000363,PC,2.000,Free,07.11.2023,07.11.2025,1.00,,,100.00,222.20,100.00,222.20,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,SAPMMIT,25-12-2023,,,,90 Days after date of invoice,0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,E0395,A00213,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000066,MATERIAL 1,30049099,ZZZZZ066,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,66.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,600.00",,,,,AISHWARYA TEST VENDOR 6,,60,"1,320.000",30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000067,MATERIAL 2,30049099,ZZZZZ067,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,67.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,700.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000068,MATERIAL 3,30049099,ZZZZZ068,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,68.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,800.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000069,MATERIAL 4,30049099,ZZZZZ069,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,69.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,900.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000070,MATERIAL 5,30049099,ZZZZZ070,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,70.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,000.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000071,MATERIAL 6,30049099,ZZZZZ071,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,71.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,100.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000066,MATERIAL 1,30049099,XXXXX066,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,66.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,600.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000067,MATERIAL 2,30049099,XXXXX067,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,67.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,700.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000068,MATERIAL 3,30049099,XXXXX068,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,68.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,800.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000069,MATERIAL 4,30049099,XXXXX069,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,69.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,900.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000070,MATERIAL 5,30049099,XXXXX070,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,70.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,000.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000806,ZST2,1000,1101,,,25-12-2023,DI2310200018,90000039,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000071,MATERIAL 6,30049099,XXXXX071,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,71.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,100.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1277,,0.00,,,,,
0090000810,ZST2,1000,1101,,,25-12-2023,DI2310200019,90000040,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,,,1400000002,Cipronir,30049099,0000000103,EA,10.000,Sales,24.11.2021,24.11.2024,1.00,,,12.00,120.00,0.00,0.00,120.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,,,,,,Payment In Advance,0,1.100,30,01,Pharma Product,,,,,002,Generic,,,,,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000066,MATERIAL 1,30049099,ZZZZZ066,EA,250.000,Sales,01.01.2023,31.12.2024,1.00,,,66.00,"1,650.00",0.00,0.00,"1,650.00",0.00,0.00,"1,650.00",12.00,198.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,848.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,20,330.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000067,MATERIAL 2,30049099,ZZZZZ067,EA,250.000,Sales,01.01.2023,31.12.2024,1.00,,,67.00,"1,675.00",0.00,0.00,"1,675.00",0.00,0.00,"1,675.00",12.00,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,876.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000068,MATERIAL 3,30049099,ZZZZZ068,EA,250.000,Sales,01.01.2023,31.12.2024,1.00,,,68.00,"1,700.00",0.00,0.00,"1,700.00",0.00,0.00,"1,700.00",12.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,904.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000069,MATERIAL 4,30049099,ZZZZZ069,EA,250.000,Sales,01.01.2023,31.12.2024,1.00,,,69.00,"1,725.00",0.00,0.00,"1,725.00",0.00,0.00,"1,725.00",12.00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,932.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000070,MATERIAL 5,30049099,ZZZZZ070,EA,250.000,Sales,01.01.2023,31.12.2024,1.00,,,70.00,"1,750.00",0.00,0.00,"1,750.00",0.00,0.00,"1,750.00",12.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,960.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000071,MATERIAL 6,30049099,ZZZZZ071,EA,250.000,Sales,01.01.2023,31.12.2024,1.00,,,71.00,"1,775.00",0.00,0.00,"1,775.00",0.00,0.00,"1,775.00",12.00,213.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,988.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000066,MATERIAL 1,30049099,XXXXX066,EA,250.000,Sales,01.11.2023,31.10.2025,1.00,,,66.00,"1,650.00",0.00,0.00,"1,650.00",0.00,0.00,"1,650.00",12.00,198.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,848.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000067,MATERIAL 2,30049099,XXXXX067,EA,250.000,Sales,01.11.2023,31.10.2025,1.00,,,67.00,"1,675.00",0.00,0.00,"1,675.00",0.00,0.00,"1,675.00",12.00,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,876.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000068,MATERIAL 3,30049099,XXXXX068,EA,250.000,Sales,01.11.2023,31.10.2025,1.00,,,68.00,"1,700.00",0.00,0.00,"1,700.00",0.00,0.00,"1,700.00",12.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,904.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000069,MATERIAL 4,30049099,XXXXX069,EA,250.000,Sales,01.11.2023,31.10.2025,1.00,,,69.00,"1,725.00",0.00,0.00,"1,725.00",0.00,0.00,"1,725.00",12.00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,932.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000070,MATERIAL 5,30049099,XXXXX070,EA,250.000,Sales,01.11.2023,31.10.2025,1.00,,,70.00,"1,750.00",0.00,0.00,"1,750.00",0.00,0.00,"1,750.00",12.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,960.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000812,ZST2,1000,1101,,,25-12-2023,DI2310200020,90000041,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,1200,Aishwarya Healthcare Zirakpur,AAOFA1208J,03AAOFA1208J1ZT,03,Punjab,Sas Nagar Mohali,Zikarpur,1200,Aishwarya Healthcare Zirakpur,004,Ethical,1400000071,MATERIAL 6,30049099,XXXXX071,EA,250.000,Sales,01.11.2023,31.10.2025,1.00,,,71.00,"1,775.00",0.00,0.00,"1,775.00",0.00,0.00,"1,775.00",12.00,213.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,988.00",,,,,AISHWARYA TEST VENDOR 6,Payment In Advance,0,0.000,30,01,Pharma Product,,,,,004,Ethical,393d1ea026cba3ceb8f8aaedf487e9075980bc8fc7ce664e42f7cdf19960fe97,152310022724467,,1280,,0.00,,,,,
0090000813,ZDOM,1000,1101,,,26-12-2023,DI2310200021,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tesing for ZPR0,26-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000817,ZDOM,1000,1101,,,28-12-2023,DI2310200022,90000042,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,30.00,300.00,10.00,30.00,270.00,0.00,0.00,270.00,18.00,48.60,0.00,0.00,0.00,0.00,48.60,0.00,0.00,0.40,319.00,SAPSDIT,28-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,DD,Domestic Direct Sale,,,,,004,Ethical,c3268253e26625b9a5d77eb565b9baeb310c3bcdff78e4db1e356a2f54898187,152310022745831,,,,0.00,,,,,
